property_id,address,property_type,area,rooms,floor,build_year,cadastral_number,owner_info
1222,"д. Черняховск, пер. Глинки, д. 7/1, 865383",Дом,39.2,2,6,1991,71:85:592696:975,"[{""owner_id"": 226, ""share"": 1.0}]"
1223,"г. Поярково, пр. Запрудный, д. 400 к. 1/1, 037808",Коммерческое,87.5,1,2,1993,45:78:487395:449,"[{""owner_id"": 24, ""share"": 0.3}, {""owner_id"": 200, ""share"": 0.59}, {""owner_id"": 250, ""share"": 0.11}]"
1224,"ст. Челюскин, алл. Подгорная, д. 1/9, 484926",Коммерческое,94.5,2,5,1988,83:35:689128:91,"[{""owner_id"": 57, ""share"": 0.8}, {""owner_id"": 242, ""share"": 0.1}, {""owner_id"": 69, ""share"": 0.1}]"
1225,"д. Саранск, бул. Смоленский, д. 6/1 к. 5/5, 657267",Коммерческое,118.4,3,18,2017,47:98:122913:144,"[{""owner_id"": 168, ""share"": 1.0}]"
1226,"клх Кыштым, ш. Приморское, д. 579, 795003",Дом,182.9,4,24,1977,33:51:591075:234,"[{""owner_id"": 35, ""share"": 0.87}, {""owner_id"": 161, ""share"": 0.13}]"
1227,"ст. Дагомыс, ул. Производственная, д. 3/7, 032645",Квартира,142.0,3,9,1952,27:25:773437:421,"[{""owner_id"": 171, ""share"": 1.0}]"
1228,"с. Кизилюрт, ул. Спортивная, д. 5/1, 351685",Квартира,169.7,1,17,1997,12:82:558444:33,"[{""owner_id"": 250, ""share"": 1.0}]"
1229,"к. Смирных, бул. Серафимовича, д. 2 к. 95, 799005",Квартира,152.2,5,3,2021,24:78:265909:818,"[{""owner_id"": 168, ""share"": 0.33}, {""owner_id"": 276, ""share"": 0.26}, {""owner_id"": 252, ""share"": 0.41}]"
1230,"клх Подольск, алл. Каштановая, д. 77 стр. 53, 285628",Коммерческое,186.0,5,21,1974,19:97:551880:838,"[{""owner_id"": 45, ""share"": 1.0}]"
1231,"п. Кемерово, бул. Смоленский, д. 45 к. 403, 008942",Коммерческое,47.4,3,3,1973,92:83:456316:465,"[{""owner_id"": 232, ""share"": 1.0}]"
1232,"г. Карабулак, пр. Заречный, д. 4 стр. 43, 883845",Квартира,92.3,3,1,1999,12:11:336170:331,"[{""owner_id"": 222, ""share"": 1.0}]"
1233,"п. Новосибирск, пр. Первомайский, д. 8 стр. 27, 176968",Квартира,125.2,3,18,2008,93:95:310062:789,"[{""owner_id"": 133, ""share"": 1.0}]"
1234,"к. Нязепетровск, наб. Дзержинского, д. 3 стр. 957, 792640",Квартира,57.1,2,4,1953,78:87:985730:41,"[{""owner_id"": 182, ""share"": 0.22}, {""owner_id"": 296, ""share"": 0.78}]"
1235,"клх Долинск, ш. Курчатова, д. 79 стр. 4, 288390",Дом,176.7,2,22,1976,35:48:271220:435,"[{""owner_id"": 277, ""share"": 0.86}, {""owner_id"": 179, ""share"": 0.14}]"
1236,"д. Шереметьево, бул. Тамбовский, д. 61 к. 232, 965510",Дом,42.2,4,1,2006,36:58:151604:458,"[{""owner_id"": 120, ""share"": 0.12}, {""owner_id"": 112, ""share"": 0.7}, {""owner_id"": 182, ""share"": 0.18}]"
1237,"г. Пенза, пр. Черемушки, д. 467 к. 8, 714998",Квартира,158.8,5,4,1961,32:74:706395:742,"[{""owner_id"": 102, ""share"": 1.0}]"
1238,"п. Устюжна, наб. Родниковая, д. 638 стр. 34, 622155",Квартира,41.7,4,24,1995,50:63:300258:216,"[{""owner_id"": 84, ""share"": 1.0}]"
1239,"клх Саратов, алл. Зои Космодемьянской, д. 59 к. 5, 389554",Дом,22.9,4,14,2001,22:55:477898:969,"[{""owner_id"": 260, ""share"": 0.3}, {""owner_id"": 185, ""share"": 0.16}, {""owner_id"": 245, ""share"": 0.54}]"
1240,"с. Нурлат, ул. Чайкиной, д. 487, 021027",Дом,190.3,3,8,1960,93:92:949524:400,"[{""owner_id"": 34, ""share"": 1.0}]"
1241,"клх Октябрьский (Башк.), бул. Славянский, д. 7, 322348",Дом,28.2,2,6,2022,11:26:643814:160,"[{""owner_id"": 9, ""share"": 0.68}, {""owner_id"": 141, ""share"": 0.32}]"
1242,"д. Катайск, ул. Кузнецова, д. 1/2 стр. 109, 886607",Квартира,31.0,2,24,1987,57:89:535029:844,"[{""owner_id"": 241, ""share"": 1.0}]"
1243,"с. Миллерово, ш. Никитина, д. 97 к. 6, 176090",Квартира,188.5,2,24,1973,56:24:924764:167,"[{""owner_id"": 89, ""share"": 1.0}]"
1244,"г. Псков, ш. Нефтяников, д. 604 к. 4/5, 694473",Дом,92.7,3,9,1991,13:13:447688:30,"[{""owner_id"": 105, ""share"": 1.0}]"
1245,"ст. Усть-Баргузин, бул. 40 лет Победы, д. 18, 665183",Квартира,117.1,5,24,2017,31:30:204978:16,"[{""owner_id"": 18, ""share"": 0.83}, {""owner_id"": 74, ""share"": 0.17}]"
1246,"клх Североморск, ул. Р.Люксембург, д. 57 к. 64, 968593",Квартира,95.6,1,4,2010,69:63:997728:920,"[{""owner_id"": 115, ""share"": 1.0}]"
1247,"п. Муравленко, алл. Ставропольская, д. 789, 692434",Коммерческое,165.7,1,10,2010,70:42:234425:331,"[{""owner_id"": 69, ""share"": 1.0}]"
1248,"к. Тура, пер. Ворошилова, д. 31 к. 156, 871088",Коммерческое,140.3,1,16,2013,83:35:231945:225,"[{""owner_id"": 188, ""share"": 1.0}]"
1249,"к. Минеральные Воды, пер. Ленина, д. 7/1 к. 1, 764747",Квартира,138.7,1,23,2001,46:88:210339:256,"[{""owner_id"": 74, ""share"": 1.0}]"
1250,"клх Ведено, ул. Производственная, д. 61 к. 739, 586819",Коммерческое,138.7,3,23,2009,95:85:645172:530,"[{""owner_id"": 95, ""share"": 1.0}]"
1251,"ст. Махачкала, наб. Черноморская, д. 63, 866013",Квартира,79.0,3,22,1968,84:14:884267:928,"[{""owner_id"": 137, ""share"": 1.0}]"
1252,"клх Абакан, алл. Титова, д. 4/9, 101245",Квартира,45.7,1,8,1970,60:51:112281:586,"[{""owner_id"": 25, ""share"": 0.88}, {""owner_id"": 102, ""share"": 0.12}]"
1253,"д. Видное, пер. Горный, д. 2/5 к. 636, 551919",Квартира,133.2,5,13,2007,37:68:751493:270,"[{""owner_id"": 177, ""share"": 1.0}]"
1254,"д. Самара, пер. Седова, д. 2/8, 804929",Коммерческое,70.3,5,11,1993,33:42:457546:827,"[{""owner_id"": 61, ""share"": 1.0}]"
1255,"ст. Усть-Ордынский, ш. Нефтяников, д. 771 стр. 429, 213495",Коммерческое,174.1,5,9,1958,56:64:773492:27,"[{""owner_id"": 282, ""share"": 0.63}, {""owner_id"": 234, ""share"": 0.37}]"
1256,"г. Уэлен, ул. Интернациональная, д. 27 к. 8/6, 627480",Квартира,119.1,3,5,1994,49:67:557351:567,"[{""owner_id"": 65, ""share"": 0.88}, {""owner_id"": 49, ""share"": 0.03}, {""owner_id"": 117, ""share"": 0.09}]"
1257,"г. Борзя, алл. Зои Космодемьянской, д. 40 стр. 669, 657121",Коммерческое,55.1,2,25,1952,35:55:651105:616,"[{""owner_id"": 43, ""share"": 0.42}, {""owner_id"": 259, ""share"": 0.46}, {""owner_id"": 94, ""share"": 0.12}]"
1258,"г. Благовещенск (Амур.), ул. Индустриальная, д. 43 стр. 30, 598792",Коммерческое,85.3,2,23,2017,31:57:266461:103,"[{""owner_id"": 289, ""share"": 0.52}, {""owner_id"": 272, ""share"": 0.48}]"
1259,"ст. Ейск, ул. Балтийская, д. 7, 096196",Коммерческое,47.4,5,14,1975,45:16:520345:304,"[{""owner_id"": 116, ""share"": 1.0}]"
1260,"к. Архангельск, алл. Родниковая, д. 420 к. 1/9, 641804",Дом,180.9,4,11,1967,48:10:178507:258,"[{""owner_id"": 268, ""share"": 1.0}]"
1261,"ст. Баксан, бул. Фабричный, д. 2/5 стр. 583, 954495",Коммерческое,126.9,1,2,2002,27:28:604293:843,"[{""owner_id"": 160, ""share"": 0.84}, {""owner_id"": 107, ""share"": 0.16}]"
1262,"г. Чита, ш. Буденного, д. 862 стр. 6, 698398",Дом,161.5,4,13,1974,41:54:173957:232,"[{""owner_id"": 125, ""share"": 1.0}]"
1263,"с. Красноярск, пер. Бульварный, д. 142, 957762",Коммерческое,47.3,4,5,1985,51:11:767687:121,"[{""owner_id"": 142, ""share"": 0.2}, {""owner_id"": 72, ""share"": 0.54}, {""owner_id"": 206, ""share"": 0.26}]"
1264,"клх Ямбург, наб. Смирнова, д. 7/2 стр. 4, 164728",Квартира,158.9,5,16,1979,94:66:413337:842,"[{""owner_id"": 269, ""share"": 1.0}]"
1265,"с. Магадан, бул. Менделеева, д. 1 стр. 36, 611662",Квартира,32.7,3,9,1955,58:42:218318:642,"[{""owner_id"": 233, ""share"": 1.0}]"
1266,"г. Калачинск, пер. Полярный, д. 7 к. 8/1, 656277",Квартира,177.7,4,25,1987,38:76:208055:91,"[{""owner_id"": 300, ""share"": 1.0}]"
1267,"п. Благовещенск (Амур.), ш. Машиностроителей, д. 23 к. 35, 235256",Дом,30.2,1,25,1985,45:42:771366:521,"[{""owner_id"": 186, ""share"": 0.77}, {""owner_id"": 124, ""share"": 0.13}, {""owner_id"": 254, ""share"": 0.1}]"
1268,"д. Москва, ш. Некрасова, д. 2/8 стр. 61, 520535",Дом,35.0,1,23,2012,41:84:619020:227,"[{""owner_id"": 129, ""share"": 1.0}]"
1269,"п. Глазов, наб. Попова, д. 1/6 стр. 34, 221091",Квартира,199.5,4,18,2022,58:87:644176:892,"[{""owner_id"": 137, ""share"": 1.0}]"
1270,"к. Кингисепп, ул. Энергетическая, д. 940 стр. 9/4, 377982",Квартира,123.6,1,25,1980,56:84:805282:727,"[{""owner_id"": 196, ""share"": 0.57}, {""owner_id"": 22, ""share"": 0.28}, {""owner_id"": 56, ""share"": 0.15}]"
1271,"ст. Дудинка, ул. Войкова, д. 23, 799818",Дом,123.2,5,2,2001,90:65:801569:930,"[{""owner_id"": 216, ""share"": 0.38}, {""owner_id"": 202, ""share"": 0.43}, {""owner_id"": 21, ""share"": 0.19}]"
1272,"г. Хасавюрт, алл. Чехова, д. 66 к. 9/7, 558774",Квартира,24.3,3,4,1987,62:13:864472:468,"[{""owner_id"": 291, ""share"": 1.0}]"
1273,"с. Катайск, наб. Р.Люксембург, д. 83 стр. 55, 225351",Дом,83.4,2,9,2007,16:51:580462:716,"[{""owner_id"": 130, ""share"": 0.75}, {""owner_id"": 184, ""share"": 0.25}]"
1274,"д. Усть-Кут, пер. Восточный, д. 1, 455388",Коммерческое,77.9,4,25,1994,32:73:998258:92,"[{""owner_id"": 135, ""share"": 0.55}, {""owner_id"": 83, ""share"": 0.32}, {""owner_id"": 108, ""share"": 0.13}]"
1275,"п. Алагир, пр. М.Горького, д. 7/7 к. 1/9, 887458",Коммерческое,164.9,2,11,1989,22:21:770513:416,"[{""owner_id"": 276, ""share"": 1.0}]"
1276,"клх Губкинский, бул. Дорожников, д. 4, 368593",Коммерческое,53.5,4,7,1983,72:54:453371:826,"[{""owner_id"": 255, ""share"": 1.0}]"
1277,"ст. Дербент, алл. Кубанская, д. 274 к. 5, 010614",Квартира,192.7,3,1,1964,34:84:425611:931,"[{""owner_id"": 186, ""share"": 1.0}]"
1278,"п. Чокурдах, пр. Фрунзе, д. 8 стр. 5, 319971",Дом,156.2,5,6,2000,89:99:179623:204,"[{""owner_id"": 287, ""share"": 1.0}]"
1279,"п. Кинешма, наб. Курчатова, д. 79, 010034",Дом,46.2,3,18,1995,60:27:503953:107,"[{""owner_id"": 208, ""share"": 1.0}]"
1280,"к. Шатура, пр. Радищева, д. 9 стр. 2/9, 786021",Дом,199.9,4,2,1981,80:29:799946:281,"[{""owner_id"": 151, ""share"": 0.88}, {""owner_id"": 292, ""share"": 0.12}]"
1281,"с. Шереметьево, алл. Иванова, д. 4/9 к. 57, 331222",Коммерческое,197.0,2,8,2006,92:37:252438:13,"[{""owner_id"": 115, ""share"": 1.0}]"
1282,"к. Усть-Кут, пр. Луговой, д. 8, 148368",Коммерческое,107.0,4,14,2021,80:82:301577:423,"[{""owner_id"": 11, ""share"": 1.0}]"
1283,"с. Соликамск, ш. Минина, д. 1 стр. 1/4, 665600",Коммерческое,91.9,5,13,1983,56:43:552266:380,"[{""owner_id"": 266, ""share"": 1.0}]"
1284,"клх Дзержинск, ш. Поселковое, д. 328, 938682",Дом,117.3,1,23,1967,51:99:358888:815,"[{""owner_id"": 121, ""share"": 1.0}]"
1285,"ст. Саранск, пр. Лесхозный, д. 49, 045969",Квартира,196.6,5,23,2010,78:50:209898:827,"[{""owner_id"": 66, ""share"": 1.0}]"
1286,"с. Петухово, пр. Спортивный, д. 9 стр. 4, 234435",Коммерческое,195.8,2,15,1984,83:16:582595:634,"[{""owner_id"": 117, ""share"": 0.67}, {""owner_id"": 179, ""share"": 0.33}]"
1287,"г. Тотьма, наб. Седова, д. 2 стр. 34, 063781",Квартира,191.6,2,1,2021,67:81:781865:59,"[{""owner_id"": 224, ""share"": 1.0}]"
1288,"к. Устюжна, бул. Хвойный, д. 5/9 стр. 616, 585942",Дом,31.8,3,19,1982,13:86:614651:442,"[{""owner_id"": 245, ""share"": 0.15}, {""owner_id"": 76, ""share"": 0.85}]"
1289,"с. Хужир, ул. Снежная, д. 4/7, 972767",Дом,75.8,3,11,1979,82:75:526919:148,"[{""owner_id"": 69, ""share"": 0.27}, {""owner_id"": 203, ""share"": 0.73}]"
1290,"с. Сузун, пер. Санаторный, д. 9 к. 2/4, 174919",Квартира,148.2,3,19,1965,19:88:166719:543,"[{""owner_id"": 162, ""share"": 0.88}, {""owner_id"": 4, ""share"": 0.12}]"
1291,"ст. Усть-Катав, пер. Строителей, д. 86, 339907",Коммерческое,55.0,5,25,1972,33:13:780952:952,"[{""owner_id"": 83, ""share"": 1.0}]"
1292,"к. Армавир, ул. Линейная, д. 239, 480442",Дом,36.0,4,19,1999,62:58:830244:486,"[{""owner_id"": 62, ""share"": 1.0}]"
1293,"к. Тамбов, алл. Линейная, д. 1 стр. 708, 647904",Квартира,37.3,3,6,2005,42:73:195142:189,"[{""owner_id"": 176, ""share"": 1.0}]"
1294,"с. Кизляр, бул. Нагорный, д. 8/7 стр. 4/7, 209610",Квартира,83.2,1,11,2007,22:77:370289:21,"[{""owner_id"": 103, ""share"": 1.0}]"
1295,"с. Иркутск, наб. Вольная, д. 60 к. 8/3, 597155",Дом,37.2,1,17,1951,10:51:503443:314,"[{""owner_id"": 32, ""share"": 0.15}, {""owner_id"": 286, ""share"": 0.85}]"
1296,"п. Сунтар, ул. Стадионная, д. 254 к. 8/4, 609685",Коммерческое,87.5,1,6,1974,91:89:622401:187,"[{""owner_id"": 291, ""share"": 1.0}]"
1297,"ст. Благовещенск (Амур.), ш. Кутузова, д. 4/6, 794336",Квартира,177.0,2,20,1997,83:32:562104:724,"[{""owner_id"": 177, ""share"": 1.0}]"
1298,"с. Белокуриха, пр. Путейский, д. 77, 659645",Дом,25.5,1,18,1965,49:47:213010:358,"[{""owner_id"": 91, ""share"": 0.22}, {""owner_id"": 260, ""share"": 0.78}]"
1299,"с. Южно-Сахалинск, ш. Кузнецкое, д. 2/6 к. 4, 745024",Квартира,182.0,4,7,1969,88:53:576752:951,"[{""owner_id"": 266, ""share"": 1.0}]"
1300,"п. Саров (Морд.), алл. Садовая, д. 9 к. 6/4, 503754",Дом,189.9,5,3,1993,41:56:248249:246,"[{""owner_id"": 200, ""share"": 1.0}]"
1301,"д. Алагир, алл. Полтавская, д. 68 к. 4/3, 369648",Дом,166.0,5,4,2016,21:94:786611:329,"[{""owner_id"": 252, ""share"": 0.13}, {""owner_id"": 97, ""share"": 0.14}, {""owner_id"": 207, ""share"": 0.73}]"
1302,"ст. Арсеньев, алл. Гафури, д. 50 к. 750, 240510",Коммерческое,56.2,3,5,2007,35:47:756764:437,"[{""owner_id"": 289, ""share"": 0.52}, {""owner_id"": 295, ""share"": 0.31}, {""owner_id"": 273, ""share"": 0.17}]"
1303,"к. Томари, ш. Микрорайон, д. 4/4, 674646",Квартира,108.3,4,4,1991,81:71:739278:399,"[{""owner_id"": 194, ""share"": 1.0}]"
1304,"п. Кежма, пр. Курортный, д. 5/2, 920941",Коммерческое,145.8,5,2,1974,21:49:716006:766,"[{""owner_id"": 148, ""share"": 1.0}]"
1305,"г. Инта, пр. Спартака, д. 278 стр. 2, 484977",Квартира,194.0,4,7,1995,78:16:963760:846,"[{""owner_id"": 278, ""share"": 0.69}, {""owner_id"": 89, ""share"": 0.16}, {""owner_id"": 161, ""share"": 0.15}]"
1306,"д. Каменск-Шахтинский, ш. Рабочее, д. 2/5, 357547",Коммерческое,111.5,2,17,1997,97:99:146893:933,"[{""owner_id"": 223, ""share"": 1.0}]"
1307,"г. Нефедова, ш. Казанское, д. 1/3 стр. 1/7, 567071",Квартира,180.6,3,3,1976,73:36:698889:656,"[{""owner_id"": 235, ""share"": 1.0}]"
1308,"д. Истра, бул. Маркса, д. 239, 377459",Дом,57.1,1,10,1950,40:94:953161:938,"[{""owner_id"": 24, ""share"": 1.0}]"
1309,"клх Каргополь, пр. Морозова, д. 1/6, 791065",Дом,185.2,4,2,1969,28:86:358131:637,"[{""owner_id"": 91, ""share"": 0.76}, {""owner_id"": 200, ""share"": 0.24}]"
1310,"ст. Ростов, ул. Мая 1, д. 478 к. 8, 830348",Коммерческое,122.7,3,7,1984,62:98:110724:426,"[{""owner_id"": 217, ""share"": 1.0}]"
1311,"п. Ряжск, бул. Балтийский, д. 344 к. 3/9, 903178",Квартира,167.0,4,9,1951,90:98:514678:43,"[{""owner_id"": 194, ""share"": 0.77}, {""owner_id"": 143, ""share"": 0.23}]"
1312,"ст. Красноуральск, бул. Нижний, д. 8/9, 984440",Квартира,139.3,2,3,1964,24:30:929622:501,"[{""owner_id"": 230, ""share"": 1.0}]"
1313,"г. Камышлов, бул. Озерный, д. 6/7, 526990",Дом,50.1,3,22,2000,46:78:400353:292,"[{""owner_id"": 275, ""share"": 1.0}]"
1314,"п. Каргасок, ул. Мельничная, д. 7/4 стр. 30, 565403",Дом,168.1,2,3,2021,73:35:233289:531,"[{""owner_id"": 134, ""share"": 0.71}, {""owner_id"": 56, ""share"": 0.29}]"
1315,"д. Чусовой, ш. К.Маркса, д. 1, 732012",Дом,53.2,1,8,2005,88:57:559390:757,"[{""owner_id"": 241, ""share"": 0.19}, {""owner_id"": 246, ""share"": 0.12}, {""owner_id"": 56, ""share"": 0.69}]"
1316,"г. Усть-Ордынский, ул. Рабочая, д. 3 к. 91, 068204",Коммерческое,188.1,2,25,1976,50:15:696431:15,"[{""owner_id"": 22, ""share"": 1.0}]"
1317,"д. Когалым, наб. Строителей, д. 8, 857797",Коммерческое,30.2,4,5,1987,74:18:336176:189,"[{""owner_id"": 175, ""share"": 0.38}, {""owner_id"": 129, ""share"": 0.18}, {""owner_id"": 90, ""share"": 0.44}]"
1318,"к. Мытищи, бул. Чернышевского, д. 28 стр. 2, 723826",Коммерческое,149.8,1,15,1958,41:87:654231:295,"[{""owner_id"": 172, ""share"": 1.0}]"
